what,kind,bundleId,bundleVersion,description,time
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@8614598 threw following exception during adapter notification (ADD )",1280177719337
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@2a200274 threw following exception during adapter notification (ADD )",1280177719338
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177719339
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177719406
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177719454
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@365c8eae threw following exception during adapter notification (ADD )",1280177719580
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@769b5d63 threw following exception during adapter notification (ADD )",1280177719580
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@3ccd3b88 threw following exception during adapter notification (ADD )",1280177719581
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@45ff7ce7 threw following exception during adapter notification (ADD )",1280177719581
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@8614598 threw following exception during adapter notification (ADD )",1280177719582
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@2a200274 threw following exception during adapter notification (ADD )",1280177719582
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177719584
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177719653
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177719754
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177719857
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177719925
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720003
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@28678e45 threw following exception during adapter notification (ADD )",1280177720094
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@28678e45 threw following exception during adapter notification (ADD )",1280177720095
error,log,,,"A structured model client, org.maven.ide.components.pom.translators.ListAdapter@28678e45 threw following exception during adapter notification (ADD )",1280177720096
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720097
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720172
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720244
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720314
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720399
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720451
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720574
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1280177720655
