what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1280171792828
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280171796508
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1280171801007
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171802555
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.quickAccess",1280171802572
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171805468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171805532
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171816465
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1280171819665
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1280171822014
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1280171822770
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1280171830109
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171841456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.quickAccess",1280171841472
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171846608
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171849171
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.quickAccess",1280171849187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171853275
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171856215
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.quickAccess",1280171856231
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171861855
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171861960
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171887062
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171901240
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.quickAccess",1280171901257
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171903490
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171903577
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171924181
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1280171927462
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280171935816
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171963627
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.quickAccess",1280171963645
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171968337
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280171968399
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280172098649
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280172146343
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280172231944
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280172246317
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280172250564
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280172263661
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280172269925
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280172277234
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280172277866
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280172283562
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280172287753
