what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1280238642183
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280238652694
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280238656490
opened,view,net.sf.eclipsecs.ui,5.1.0.201002232103,"net.sf.eclipsecs.ui.stats.views.MarkerStatsView",1280238656607
activated,view,net.sf.eclipsecs.ui,5.1.0.201002232103,"net.sf.eclipsecs.ui.stats.views.MarkerStatsView",1280238656648
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.views.showView",1280238656661
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.views.showView",1280238656661
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280238657808
activated,view,net.sf.eclipsecs.ui,5.1.0.201002232103,"net.sf.eclipsecs.ui.stats.views.MarkerStatsView",1280238659688
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280238659807
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280238661993
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280238668578
activated,view,net.sf.eclipsecs.ui,5.1.0.201002232103,"net.sf.eclipsecs.ui.stats.views.MarkerStatsView",1280238669359
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280238678065
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280238679660
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.quickAccess",1280238679682
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280238683207
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280238683278
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280238744566
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1280238763885
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1280238767410
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1280238791140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1280238820769
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1280238822971
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1280238825178
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280238835137
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280238838328
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280238939933
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280238945429
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1280239035158
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1280239043579
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1280239087593
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1280239088767
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1280239089087
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1280239089343
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1280239090031
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1280239092370
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.copyLineDown",1280239094500
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1280239147986
